_id,id,AgencyName,PrimaryManagerFirst,PrimaryManagerLast,PrimaryManagerEmail,AgencyFacebookLink,AgencyTwitterLink,AgencyPhone,Address,AgencyAddress,Addition,Street Address,AgencyCity,AgencyState,AgencyPostal,AgencyUrl,WhatWeDo,longitude,latitude
90,96,City of Bloomington Commission on the Status of Children and Youth,Nancy,Woolery,wooleryn@bloomington.in.gov,,,1-812-349-3467,"401 N. Morton St.  Ste. 260, Bloomington, IN, 47404",401 N. Morton St.  Ste. 260,Ste. 260,401 N Morton St  Ste 260,Bloomington,IN,47404,http://bloomington.in.gov/cscy,"The purpose of the Commission is to promote connections in our community which empower, enhance and nurture children and youth.",-86.536125,39.169515
91,97,City Of Bloomington Commission On The Status Of Women,Sue,Owens,owenss@bloomington.in.gov,https://www.facebook.com/City-of-Bloomington-Commission-on-the-Status-of-Women-300348046691586/,,1-812-349-3468,"401 N. Morton St.  Ste. 260, Bloomington, IN, 47402",401 N. Morton St.  Ste. 260,Ste. 260,401 N Morton St  Ste 260,Bloomington,IN,47402,http://bloomington.in.gov/csw,The City of Bloomington Commission on the Status of Women explores women's issues and concerns celebrates women's accomplishments and promotes solutions to the problems and challenges faced by women.,-86.536125,39.169515
92,98,City Of Bloomington Community And Family Resources Department,Stefanie,Green,greens@bloomington.in.gov,https://www.facebook.com/bloomingtoncfrd/?hc_ref=SEARCH&fref=nf,,1-812-349-3851,"401 N. Morton Street  Suite 260, Bloomington, IN, 47404",401 N. Morton Street  Suite 260,,401 N Morton St  Suite 260,Bloomington,IN,47404,http://www.bloomington.in.gov/cfrd,The City of Bloomington Community and Family Resources Department serves as a resource to individuals families and organizations in the Bloomington community by coordinating services programs and activities that promote an enhanced quality of life and help to build a strong vital community.,-86.536125,39.169515
93,99,City of Bloomington Council for Community Accessibility,Michael,Shermis,cca@bloomington.in.gov,https://www.facebook.com/CouncilforCommunityAccessibility,,1-812-349-3471,"401 N. Morton St.  Ste. 260, Bloomington, IN, 47404",401 N. Morton St.  Ste. 260,,401 N Morton St  Ste 260,Bloomington,IN,47404,http://www.bloomington.in.gov/cca,"The Council for Community Accessibility advocates on behalf of people with disabilities, promotes local awareness of the challenges faced by people with disabilities, and works to develop solutions to problems of accessibility in the community.",-86.536125,39.169515
94,100,City Of Bloomington Department Of Economic & Sustainable Development,Jacqui,Bauer,bauerj@bloomington.in.gov,,,1-812-349-3418,"401 N. Morton St.  Ste. 260, Bloomington, IN, 47404",401 N. Morton St.  Ste. 260,,401 N Morton St  Ste 260,Bloomington,IN,47404,http://bloomington.in.gov/sections/viewSection.php?section_id=415,"The mission of the City of Bloomington Department of Economic & Sustainable Development is to enhance the quality of life for citizens by administering strategic programs and initiatives which foster an environment where businesses may thrive and retain and create new, quality jobs.",-86.536125,39.169515
95,101,City of Bloomington Dr. Martin Luther King Jr. Commission,Michael,Shermis,mlk@bloomington.in.gov,https://www.facebook.com/cobmlk,,1-812-349-3471,"401 N. Morton St.  Ste. 260, Bloomington, IN, 47402",401 N. Morton St.  Ste. 260,,401 N Morton St  Ste 260,Bloomington,IN,47402,http://www.bloomington.in.gov/mlk,The Dr. Martin Luther King Jr. Commission exists to celebrate the life and legacy of Dr. Martin Luther King Jr. and to promote the acceptance of diversity. Members of the Commission are appointed by the Mayor Common Council and local branch of the NAACP.,-86.536125,39.169515
96,102,City of Bloomington Environmental Commission,Linda,Thompson,thompsol@bloomington.in.gov,,,1-812-349-3423,"401 N. Morton St., Ste. 160, Bloomington, IN, 47404","401 N. Morton St., Ste. 160",Ste. 160,"401 N Morton St, Ste 160",Bloomington,IN,47404,http://www.bloomington.in.gov/environment,"The mission of the Environmental Commission is to advise the City of Bloomington on how its actions and policies may preserve and enhance the quality of Bloomington's environment, including the life-supporting processes that natural ecological systems provide to humans and other organisms.",-86.536125,39.169515
97,103,City of Bloomington Planning and Transportation Department,Beth,Rosenbarger,rosenbab@bloomington.in.gov,https://www.facebook.com/bloomingtonplanning/,,1-812-349-3423,"401 N Morton Street, Suite 130, Bloomington, IN, 47404","401 N Morton Street, Suite 130",Ste. 130,"401 N Morton St, Suite 130",Bloomington,IN,47404,http://www.bloomington.in.gov/planning,"The Planning and Transportation Department is responsible for administering the policies, programs, and regulations that manage the development of the Bloomington community.The department ensures the sound management of Bloomington's growth, planning and managing its transportation infrastructure, the protection of its quality of life, and economic vitality through a variety of comprehensive planning and engineering measures.",-86.536125,39.169515
98,104,City of Bloomington Utilities,Kriste,Lindberg,lindberk@bloomington.in.gov,https://www.facebook.com/BloomingtonUtilities/?fref=ts,,1-812-349-3617,"600 E. Miller Dr., Bloomington, IN, 47401",600 E. Miller Dr.,,600 E Miller Dr,Bloomington,IN,47401,https://bloomington.in.gov/utilities,"The Utilities Department is responsible for treatment and distribution of water, collection and treatment of wastewater, and channeling of stormwater in the City of Bloomington.",-86.526923,39.146895
99,105,City of Bloomington Volunteer Network,Lucy,Schaich,schaichl@bloomington.in.gov,https://www.facebook.com/VolunteerNetwork/,https://twitter.com/VolunteerBtown,1-812-349-3433,"401 N Morton Street, Bloomington, IN, 47404",401 N Morton Street,,401 N Morton St  Ste 260,Bloomington,IN,47404,http://www.bloomington.in.gov/volunteer,"Connects people with opportunities to serve, builds the capacity of organizations to effectively involve volunteers, provides leadership in strategic initiatives related to volunteerism, and promotes volunteerism as a community building tool.",-86.536125,39.169515
100,106,"College Mentors for Kids, Inc.",Stephanie,Kohls,skohls@collegementors.org,,,317-921-1798,"212 W 10th St, Indianapolis, IN, 46202",212 W 10th St,Suite B260,212 W 10th St Suite B260,Indianapolis,IN,46202,http://www.collegementors.org,We connect college students with the most to give to kids who need it most,-86.161981,39.781031
101,107,Community Justice & Mediation Center (CJAM),Liz,Grenat,cjam@cjamcenter.org,https://www.facebook.com/Community-Justice-Mediation-Center-CJAM-54978790265/,,1-812-336-8677,"205 S. Walnut St.  Ste. 16, Bloomington, IN, 47404",205 S. Walnut St.  Ste. 16,,205 S Walnut St  Ste 16,Bloomington,IN,47404,http://www.cjamcenter.org/,"Community Justice and Mediation Center's mission is to promote a civil and just community through mediation, education, and restorative justice.",-86.533257,39.165203
102,108,Community Kitchen of Monroe County Inc.,June,Taylor,june@monroecommunitykitchen.com,https://www.facebook.com/monroe.community.kitchen/,https://twitter.com/monroe_ck,1-812-332-0999,"1515 S. Rogers St., Bloomington, IN, 47403",1515 S. Rogers St.,,1515 S Rogers St,Bloomington,IN,47403,http://www.monroecommunitykitchen.com,"Community Kitchen works alone and in collaboration with others, to eliminate hunger in Monroe County and surrounding areas through direct service, education and advocacy. ",-86.538231,39.150139
103,109,Community Organizations Active In Disaster for Monroe County,Lisa,Kane,lkane@co.monroe.in.us,,,,"401 N. Morton St., Bloomington, IN, 47404",401 N. Morton St.,Ste 260,401 N Morton St,Bloomington,IN,47404,http://monroecountycoad.org/,Monroe County Community Organizations Active in Disasters (COAD) mission is to coordinate support and promote local efforts to enhance the community's ability to mitigate prepare respond and recover from disasters in Monroe County.,-86.536125,39.169515
104,110,Conservation Law Center,Lily,Bonwich,lbonwich@indiana.edu,https://www.facebook.com/ConservLawCentr,https://twitter.com/conservlawcentr,1-812-856-0229,"116 S Indiana Ave, Bloomington, IN, 47408",116 S Indiana Ave,,116 S Indiana Ave,Bloomington,IN,47408,http://conservationlawcenter.org,"The Conservation Law Center provides legal counsel without charge to conservation organizations, works to improve conservation law and policy, and offers law students clinical experience in the practice of law and the profession's public service tradition.",-86.52712,39.16627
105,111,Council On International Educational Exchange,Cathy,Chamberlin,bloomingtonciee@gmail.com,,,812-679-6477,"4565 S. Walnut St. Pike, Bloomington, IN, 47401",4565 S. Walnut St. Pike,,4565 S Walnut St Pike,Bloomington,IN,47401,http://www.ciee.org/highschool,Established in 1947 CIEE is a world leader in student exchange services. Our mission is to help people gain understanding acquire knowledge and develop skills for living in a globally interdependent and culturally diverse world.,-86.525162,39.114105
106,112,Crawford Homes Program,Danielle,Sorden,danielle@shalomcommunitycenter.org,https://www.facebook.com/shalomcommunitycenter/,https://twitter.com/ShalomCommCtr,1-812-822-3748,"2440 S Henderson St, Bloomington, IN, 47401",2440 S Henderson St,,2440 S Henderson St,Bloomington,IN,47401,http://www.shalomcommunitycenter.org,Crawford Homes is a program of Shalom Community Center. The program provides permanent supportive housing to individuals and families who are chronically homeless and have disabilities.,-86.526916,39.137401
107,113,Creek/Love Classroom Rogers Elementary,Mike,Love,mlove@mccsc.edu,,,1-812-327-2671,"2200 E Second St, Bloomington, IN, 47401",2200 E Second St,Rogers Elementary,2200 E 2nd St,Bloomington,IN,47401,,We are a classroom of 45 students leading a school community of 375 students in this project.,-86.505394,39.160795
108,114,Crestmont Boys & Girls Club,Nia,Bonnafon-Mosely,volunteercrestmont@bgcbloomington.org,,,1-812-336-6501,"1037 N. Summit St., Bloomington, IN, 47404",1037 N. Summit St.,,1037 N Summit St,Bloomington,IN,47404,http://bgcbloomington.org/crestmont-club/,"The Crestmont Club opened in 1990 to serve boys and girls in the Crestmont Public Housing neighborhood located near Tri-North Middle School. With nearly 30 children in attendance each day, the facility includes a library, technology lab, art studio, teen club, entertainment room and more. The Club features extensive program options for members including Mitch's Kids tutoring, cooking, drama, computer programs, gardening and more. Additionally, members have the ability to attend summer, winter and spring break camps. The Club provides free transportation for members to get to the Club after school each day.",-86.54,39.18
109,115,"Cry of the Children, Inc.",Dellsie,Boddie,cryofthechildren@gmail.com,https://www.facebook.com/cryofthechildreninc/,https://twitter.com/crythechildren,1-812-332-0610,"520 South Walnut, Bloomington, IN, 47401",520 South Walnut,PO Box 1893,520 S Walnut St,Bloomington,IN,47401,http://www.cryofthechildren.org,Mission is to improve the quality of life for adolescents by providing programs and services that enhance and promote the development of effective life and decision making skills.,-86.534286,39.160545
110,116,CUBAmistad,Michelle,Henderson,mhenders@indiana.edu,,,1-812-391-3233,", Bloomington, IN, 47402",,PO Box 2301,,Bloomington,IN,47402,http://cubamistad.wordpress.com,CUBAmistad is a sister-city project linking Bloomington Indiana and Santa Clara Cuba with the goal of encouraging dialogue and understanding between citizens of Cuba and the citizens of Bloomington.,-86.531389,39.14621
111,117,Cutters Soccer Club,Michael,Nosofsky,director@cutterssoccer.org,,,1-812-333-8010,", Bloomington, IN, 47402",,PO Box 3520,,Bloomington,IN,47402,http://www.cutterssoccer.org,"The Cutters Soccer Club provides a positive environment while promoting fair play and player development for residents of Monroe County and surrounding communities, encouraging players to develop a passion for the game and to maximize their potential.",-86.531389,39.14621
112,118,Disabled Veterans Wish Foundation Of Indiana,David,Hall,dhall@disabledvetwish.org,,,1-812-583-0335,", Orleans, IN, 47452",,PO Box 247,,Orleans,IN,47452,http://www.disabledvetwish.org,Disabled Veterans Wish Foundation of Indiana a nonprofit organization which gives wishes to disabled and terminally ill veterans to show them gratitude for their service in protecting our freedom.,-86.45,38.67
113,119,Discardia - Center for Sustainable Living,Gail,Gayer Hale,gailgayerhale@gmail.com,,,812-361-1351,", Bloomington, IN, 47402",,c/o CSL PO Box 1665,,Bloomington,IN,47402,http://discardia.org,To create an environment for local designers to sell upcycled items they have created and to teach people in the community how to upcycle their own items.,-86.531389,39.14621
114,120,District10 Pro Bono Project  Inc.,D10ProBono,Office Admin,general.district10probono@gmail.com,,,,"120 W 7th St, Bloomington, IN, 47404",120 W 7th St,Suite 450,120 W 7th St,Bloomington,IN,47404,http://www.d10probono.org,District 10 Pro Bono Project Inc. strives to provide equal access to justice by offering legal assistance regarding civil legal issues to individuals and families who fall within Federal poverty level guidelines.,-86.534477,39.168861
115,121,Down Syndrome Family Connection,Cyndi,Johnson,volunteer@downsyndromefamilyconnection.org,https://www.facebook.com/DownSyndromeFamilyConnection/,,1-812-720-9603,"2600 S Henderson St., Bloomington, IN, 47401",2600 S Henderson St.,Ste 157,2600 S Henderson St,Bloomington,IN,47401,http://www.downsyndromefamilyconnection.org,"DSFC's purpose is to promote greater acceptance and understanding of Down syndrome; to educate, inform, and involve all people to recognize the uniqueness and capabilities of individuals with Down syndrome and the inherent dignity of all people with developmental disabilities; and to provide education and support for communities, families, and individuals living, learning. and growing with Down syndrome.",-86.527481,39.134865
116,122,Downtown Recycling Center,Chad,Roeder,chadroeder@gmail.com,,,812-219-2884,"489 W. 10th St, Bloomington, IN, 47404",489 W. 10th St,,489 W 10th St,Bloomington,IN,47404,http://www.bloomingtonrecycles.com,To improve the conditions for recycling in Bloomington and Monroe County,-86.537561,39.171232
117,124,Edgewood High School Library,Sharon,Roualet,sroualet@rbbcsc.k12.in.us,,,1-812-876-2277,"601 S. Edgewood Drive, Ellettsville, IN, 47429",601 S. Edgewood Drive,,601 S Edgewood Dr,Ellettsville,IN,47429,http://www.rbbcsc.k12.in.us,"Our specialities are good books, readers' advisory, reference services, professional collaboration for information literacy, reading improvement, and writing. The Edgewood High School is open 7:15-3:00 daily. For service or information, contact Library Media Specialist Mrs. S. Roualet at extension 2283 or e-mail sroualet@rbbcsc.k12.in.us.",-86.635383,39.235137
118,125,Edgewood Junior High School,Kathleen,Weller,katkins@bluemarble.net,,,1-812-272-6483,"851 W. Edgewood Drive, Ellettsville, IN, 47429",851 W. Edgewood Drive,,851 W Edgewood Dr,Ellettsville,IN,47429,http://www.rbbcsc.k12.in.us,Our mission is to work in cooperation with the community and families to provide students with an education that promotes responsible citizenship and encourages problem solving and creativity.,-86.639598,39.23475
119,126,El Centro Comunal Latino,Jane,Walter,waltjm@gmail.com,,,1-812-355-7513,"303 E. Kirkwood Ave.,  Room 200, Bloomington, IN, 47408","303 E. Kirkwood Ave.,  Room 200",Monroe County Public Library," 303 E Kirkwood Ave,  Room 200",Bloomington,IN,47408,http://www.elcentrocomunal.com/,"El Centro Comunal Latino seeks to help Latinos find information and gain access to services, to promote understanding between community agencies and the local Latino population, and to organize diverse community events, all in order to facilitate Latinos' integration and encourage their active participation in the greater Bloomington community.",-86.531064,39.166547
120,127,Ellettsville Main Street Inc.,Leasa,Siscoe,EllMainStreet@gmail.com,https://www.facebook.com/Ellettsville-Main-Street-Inc-205305396146521/,,1-812-360-3628,", Ellettsville, IN, 47429",,PO Box 143,,Ellettsville,IN,47429,,Working together to revitalize the community while preserving Ellettsville's heritage. Projects include old-fashioned street lights and decorations; Heritage Trail; historic photo preservation; town beautification.,-86.64,39.24
121,128,Eskenazi Museum of Art,Laura,Scheper,musevent@indiana.edu,https://www.facebook.com/iuartmuseum/,https://twitter.com/iuartmuseum?lang=en,1-812-855-8978,"1133 E. 7th St., Bloomington, IN, 47405",1133 E. 7th St.,,1133 E 7th St,Bloomington,IN,47405,https://artmuseum.indiana.edu/,The Eskenazi Museum of Art's mission is to preserve exhibit collect research publish and interpret original works of art to advance the academic goals of Indiana University and to enrich the cultural lives and spiritual well-being of society.,-86.520018,39.168481
122,129,Exotic Feline Rescue Center,Ann,Hedderick,annhedderick@yahoo.com,https://www.facebook.com/EFRC1991/,,1-812-835-1130,"2221 E. Ashboro Rd., Center Point, IN, 47840",2221 E. Ashboro Rd.,,2221 E Ashboro Rd,Center Point,IN,47840,http://www.exoticfelinerescuecenter.org,"Provides homes for exotic felines that have been abused abandoned or have nowhere to live out their lives, while educating the public about these beautiful cats.",-87.069048,39.395387
123,130,Fair Trade Bloomington,Mary,Embry,fairtradebloomington@gmail.com,https://www.facebook.com/FairTradeBloomington,,1-812-333-6871,"4498 E. Janet Dr., Bloomington, IN, 47401",4498 E. Janet Dr.,,4498 E Janet Dr,Bloomington,IN,47401,http://www.fairtradebloomington.org,Fair Trade Bloomington is a non-profit organization dedicated to providing opportunity for those living in Bloomington and nearby to contribute to global economic development and poverty relief through education and promotion of products that adhere to fair trade principles. Fair Trade provides income that supports community development. It does this by guaranteeing suppliers and customers that fair trade products adhere to the following principles: Fair Trade products create opportunities for economically disadvantaged artisans and producers use a fair price that is set by artisans and producers provide cash advances that are used to secure supplies with prompt final payment develop long-term relationships with artisans and producers that build economic opportunity ensure gender equity safe and healthy working conditions and responsible environmental practices. (World Fair Trade Organization Principles),-86.472191,39.160049
124,131,Fairview Elementary,Whitney,Thomas,wthomas@mccsc.edu,https://www.facebook.com/pages/Fairview-Elementary-School/357235017780771?fref=ts,,1-812-330-7732,"500 W. 7th St, Bloomington, IN, 47404",500 W. 7th St,,500 W 7th St,Bloomington,IN,47404,http://www.fairview.mccsc.edu,The Fairview Elementary School staff in partnership with families and the community provides a supportive safe positive productive child-focused environment which challenges all children to become successful lifelong learners.,-86.539056,39.168607
125,132,FAR: Foundation for Autism Resources,Shana,Ritter,shana@autismresource.org,,,1-812-322-7296,", Smithville, IN, 47458",,PO Box 141,,Smithville,IN,47458,http://AutismResource.org,"The Foundation for Autism Resources supports children, connects families, provides resources.",-86.50694,39.07111
126,133,First Christian Church,Mark,Knowles,markknowles@fccbloom.org,https://www.facebook.com/fccbloomington/,,1-812-332-4459,"205 E. Kirkwood Ave., Bloomington, IN, 47408",205 E. Kirkwood Ave.,,205 E Kirkwood Ave,Bloomington,IN,47408,http://www.fccbloomington.org,"To be and share the good news of Jesus Christ; welcoming people to faith in Jesus Christ, equipping people for ministry, and sending people to serve in God's world.",-86.531837,39.166866
127,134,Foundation of Monroe County Community Schools,Cyrilla,Helm,mhelm@mccsc.edu,,,1-812-330-7700,"315 North Drive, Bloomington, IN, 47401",315 North Drive,,315 North Dr,Bloomington,IN,47401,http://www.mccsfoundation.org,"The Foundation of Monroe County Community Schools engages community support to inspire learning, enrich teaching, and enhance educational opportunities for all MCCSC students.",-86.529996,39.144556
128,135,Fourth Street Festival of the Arts (4th Street),Juliet,Roberts,4thstreetvolunteer@gmail.com,https://www.facebook.com/FourthStreetFestival/,,,", Bloomington, IN, 47402",,PO Box 1257,,Bloomington,IN,47402,http://www.4thstreet.org,"The 4th Street Festival was created in 1977 by Bloomington, Indiana area artists and craftspeople to showcase southern Indiana talent. The fair has grown to include artists from all over the country. Held annually on the Labor Day weekend on Fourth and Grant Streets in Bloomington, Indiana.",-86.531389,39.14621
129,136,Friends of Lake Monroe,Richard,Harris,harrisra52@gmail.com,https://www.facebook.com/groups/1513886852253216/,,1-812-824-2901,", Bloomington, IN, 47402",,PO Box 1665,,Bloomington,IN,47402,https://www.friendsoflakemonroe.org/,"Friends of Lake Monroe (FOLM) is a citizens group dedicated to finding solutions to improve the water quality of Lake Monroe and enhancing its use as a drinking water, recreational, and ecological resource for all who use it.",-86.531389,39.14621
130,137,FSSA - Vocational Rehabilitation Services,Jenny,Austin,jenny.austin@fssa.in.gov,,,812-332-7331,"1711 N College Ave, Bloomington, IN, 47404",1711 N College Ave,Suite 101,1711 N College Ave STE 101,Bloomington,IN,47404,http://www.in.gov/fssa/ddrs/2636.htm,"Vocational Rehabilitation Services, a program of the Bureau of Rehabilitation Services, provides quality individualized services to enhance and support people with disabilities to prepare for, obtain or retain employment. The individual will work closely with a VR Counselor throughout the process. Through active participation in their rehabilitation, people with disabilities achieve a greater level of independence in their work place and living environments.",-86.535858,39.181854
131,138,Futures Family Planning Clinic,Barbara,Sturbaum,barbchri@bloomington.in.us,,,812-349-7343,"119 W. 7th St, Bloomington, IN, 47404",119 W. 7th St,,119 W 7th St,Bloomington,IN,47404,http://www.co.monroe.in.us/health/FuturesFamPlanClinic.html,A program of Monroe County Health Department  the Futures Family Health Clinic provides needed family planning health services for adolescents  men and women.,-86.534736,39.168545
132,139,Garden Villa,Angie,Maxwell,amaxwell@gardenvillahealth.com,,,1-812-330-6755,"1100 S. Curry Pike, Bloomington, IN, 47403",1100 S. Curry Pike,,1100 S Curry Pike,Bloomington,IN,47403,http://www.gardenvillahealth.com,A rehabilitation and long-term nursing care facility.,-86.583694,39.157204
133,140,Garlic Festival and Community Art Fair,David,Cox,dave@bloomingtongarlicfestival.org,https://www.facebook.com/bloomingtongarlicfest/,,1-317-213-0588,", Bloomington, IN, 47401",,,,Bloomington,IN,47401,http://bloomingtongarlicfestival.org,Garlic Inc. is a public charity focusing on disseminating health information regarding buying and preparing foods and the connection food has to public health... From field to plate,-86.5,39.16
134,141,Genesis House,Genesis,Church,shelter.genesis@gmail.com,,,812-336-5757,"801 E. State Road 45/46 Bypass, Bloomington, IN, 47408",801 E. State Road 45/46 Bypass,,801 E State Road 45/46 Bypass,Bloomington,IN,47408,http://igenesischurch.com/genesis-house,The Genesis House summer shelter provides a low barrier  safe summer environment for persons to receive proper shelter and to get a good night's rest  no matter what their emotional  physical  or economic circumstances might be.,-86.523575,39.186221
135,142,Gentry Park Senior Living Community,Emily,Maddern-Deckard,deckardemily@gentryparkbloomington.com,https://www.facebook.com/Gentry-Park-Bloomington-1060073844079524/,,1-812-668-1200,"901 S. Hastings Dr, Bloomington, IN, 47401",901 S. Hastings Dr,Gentry Park Senior Living Community,901 S Hastings Dr,Bloomington,IN,47401,http://gentryparkbloomington.com,"Gentry Park Bloomington offers a new and vibrant approach to hospitality-oriented senior living, featuring Independent Living Garden Homes, Assisted Living Apartments, and Memory Care.",-86.467063,39.156833
136,143,Gertrude's GardenFarm,Sue,Speichert,suespeichert@aol.com,,,812-935-6838,"4360 West Woodyard, Bloomington, IN, 47404",4360 West Woodyard,,4360 W Woodyard,Bloomington,IN,47404,http://www.gertrudesgardenfarm.org,Gertrude's GardenFarm's mission is to inspire and educate everyone  and especially children  to understand and appreciate nature  gardening  and farming  and to appreciate and nurture our Earth and natural resources.,-86.581146,39.191451
137,144,Girl Scouts Of Central Indiana,Penni,Sims,psims@girlscoutsindiana.org,,,317-924-6854,"1000 N Walnut Street Suite I, Bloomington, IN, 47404",1000 N Walnut Street Suite I,Suite I,1000 N Walnut St Suite I,Bloomington,IN,47404,http://girlscoutsindiana.org/,Girl Scouting builds girls of courage  confidence  and character  who make the world a better place. In partnership with committed adult volunteers  girls develop qualities that will serve them all their lives  like leadership  strong values  social conscience  and conviction about their own potential and self-worth.,-86.533135,39.180406
138,145,Girls Incorporated Of Monroe County,Alexis,Dent,volunteergirlsinc@monroe.girls-inc.org,https://www.facebook.com/GirlsIncMonroe/,https://twitter.com/GirlsIncMonroe,1-812-336-7313,"1108 W. 8th St., Bloomington, IN, 47404",1108 W. 8th St.,,1108 W 8th St,Bloomington,IN,47404,http://www.girlsinc-monroe.org,"Girls Inc. of Monroe County has been a part of the community since 1975. Every day we inspire girls to be strong, smart, and bold in pro-girl, all-girl environments that encourage girls to make healthy choices, succeed in school, and advocate for themselves and others.",-86.545662,39.170425
139,146,Giving Back To Africa,Dena,Hawes,gba@givingbacktoafrica.org,,,1-812-340-6649,"3802 E 3rd Street, Bloomington, IN, 47401",3802 E 3rd Street,Suite 207,3802 E 3rd St,Bloomington,IN,47401,http://givingbacktoafrica.org/,Giving Back to Africa (GBA) is a non-profit organization dedicated to the long-term mission of educating young people in the Democratic Republic of Congo (DRC). In partnership with local Congolese educational institutions and non-governmental organizations (NGOs) our goal is to empower GBA beneficiaries - through service-centered education - to become servant-leaders capable of taking control of their own lives while serving as change agents in their local communities and throughout the nation.,-86.480583,39.163849
140,147,Glenn A. Black Laboratory of Archaeology,Melody,Pope,melpope@indiana.edu,,,1-812-855-9544,"423 Fess, Bloomington, IN, 47408",423 Fess,,423 Fess,Bloomington,IN,47408,http://gbl.indiana.edu,"GBL tells the story of past and present people through the rigorous and scholarly examination, curation, and interpretation of current and future collections of Midwestern archaeological materials.",-86.53,39.17
141,148,Global Citizens Empowerment,Yvonne,Zhao,yxzhao@globalcitizensempower.org,,,1-812-606-0314,"115 N College Ave, Bloomington, IN, 47401",115 N College Ave,Suite 015,115 N College Ave,Bloomington,IN,47401,http://www.globalcitizensempower.org,"Founded in 2016, Global Citizen Empowerment (GCE) strives to empower students academically and professionally through our dynamic coaching system and programs to meet the challenges of communicating in our increasingly globalized information economy.",-86.535255,39.167198
142,149,Global Gifts,Nicole,Main Long,nicole@globalgiftsft.com,https://www.facebook.com/GlobalGiftsBloomington,https://twitter.com/GlobalGiftsBlm,1-812-336-7402,"122 N. Walnut St, Bloomington, IN, 47404",122 N. Walnut St,,122 N Walnut St,Bloomington,IN,47404,http://www.globalgiftsft.com,"A Nonprofit, Fair Trade store committed to serving impoverished artisans and producers in the developing world.",-86.533318,39.1674
143,150,Go Excel Inc.,Chris,Chasteen,ideas@goexcel.org,,,317-679-8090,"6100 S. Fairfax Rd., Bloomington, IN, 47401",6100 S. Fairfax Rd.,,6100 S Fairfax Rd,Bloomington,IN,47401,http://Goexcel.org,"Our name and our goal is to Go Empower eXperience, Creativity, Education and Leadership! We have many ways we intend to do this and we have started with some smaller projects to grow into an organization that can truly live up to its name in multiple areas of the community as well as society. Our projects are and will continue be dedicated to bring the community our vision and goal. A great example is our current project: The scope of this project is to add a free instrument rental program through public libraries for underprivileged individuals as well as creating a network of music educators willing to volunteer time to help these individuals learn this creative skill!",-86.518165,39.084523
144,151,Golden Living Center,Sheila,Daws,sheila.daws@goldenliving.com,,,1-812-332-4437,"155 E. Burks Dr., Bloomington, IN, 47401",155 E. Burks Dr.,,155 E Burks Dr,Bloomington,IN,47401,http://www.goldenlivingcenters.com,A for-profit residential facility providing short- and long-term skilled nursing care and rehabilitative services.,-86.529807,39.126665
145,152,Golden Living Center Alzheimer's Care,Jessica,Huber,jessica.huber@goldenliving.com,,,1-812-332-4437,"155 E Burks Drive, Bloomington, IN, 47401",155 E Burks Drive,,155 E Burks Dr,Bloomington,IN,47401,http://www.goldenlivingcenters.com/locations-staff/find-care-location/welcome/golden-livingcenter-bl,"At Golden Living, we are focused on providing quality healthcare and enriching the lives of our patients and residents. As one of the nation's leading senior health care companies, we feel that the work we do every day is a privilege. We help people become healthier, feel stronger and maintain their ability to enjoy their families, friends and favorite activities. Our Mission: To share our passion for improving quality of life through innovative healthcare  one person, one family and one community at a time. Our Values: Make integrity and accountability your pledge. Share our passion for excellence. Be uncompromising in delivering quality care.",-86.529807,39.126665
146,153,Goodwill Industries,Brian,Hartl,bhartl@goodwillindy.org,,,812-331-8170,"512 S. College Mall Rd., Bloomington, IN, 47401",512 S. College Mall Rd.,,512 S College Mall Rd,Bloomington,IN,47401,http://www.goodwillindy.org,Goodwill Industries enhances the dignity and quality of life of individuals  families  and communities by eliminating barriers to opportunity and helping people in need reach their fullest potential through the power of work.,-86.498688,39.161526
147,154,Grace Center  Inc.,Sherry,Fichtner,gracecenterinc@gmail.com,https://www.facebook.com/gracecenterinc/,,1-812-329-0337,"9206 S. Old State Road 37, Bloomington, IN, 47403",9206 S. Old State Road 37,,9206 S Old State Road 37,Bloomington,IN,47403,http://gracecenterindiana.org,A food pantry serving Clear Creek Indian Creek and Polk Townships in Monroe County. Providing a healthy variety of foods to those in need and encouraging informal educational opportunities focusing on how to best use the healthy wholesome foods available through the Hoosier Hills Food Bank.,-86.541512,39.013454
148,155,Green Acres Neighborhood Garden (GANG),Stephanie,Partridge,steph3205@gmail.com,,,812-391-6825,"2601 E. Dekist Street, Bloomington, IN, 47408",2601 E. Dekist Street,,2601 E Dekist St,Bloomington,IN,47408,http://ganggarden.wordpress.com/about/,"The GANG (Green Acres Neighborhood Garden) was established in 2009 by the Green Acres Neighborhood Association to provide a community commons, teach permaculture, and nourish the heart and soul. 2601 E. DeKist Street, Bloomington, Indiana. Come and visit!",-86.501671,39.166973
